geoName,covid
Alabama,47
Alaska,79
Arizona,59
Arkansas,48
California,57
Colorado,72
Connecticut,64
Delaware,60
District of Columbia,80
Florida,52
Georgia,53
Hawaii,78
Idaho,57
Illinois,69
Indiana,53
Iowa,78
Kansas,58
Kentucky,54
Louisiana,41
Maine,74
Maryland,64
Massachusetts,75
Michigan,70
Minnesota,82
Mississippi,43
Missouri,58
Montana,73
Nebraska,70
Nevada,47
New Hampshire,72
New Jersey,63
New Mexico,57
New York,57
North Carolina,50
North Dakota,58
Ohio,53
Oklahoma,51
Oregon,57
Pennsylvania,64
Rhode Island,72
South Carolina,45
South Dakota,100
Tennessee,58
Texas,48
Utah,64
Vermont,69
Virginia,57
Washington,62
West Virginia,64
Wisconsin,72
Wyoming,66
